255*{'text': 'Of any dotted quad in an IP address.', 'self': False}
255*{'text': 'Of the alpha blending scale in Delphi (255 being 100% visible and 0 being fully transparent).', 'self': True}
237*{'text': 'A common voltage in the European Union.', 'self': False}
237*{'text': 'The year A.D. 230 or 230 BC.', 'self': False}
237*{'text': '+230 is the country code for Mauritius.', 'self': False}
248*{'text': 'A common voltage in England and Australia before conversion to 230V standard.', 'self': False}
248*{'text': 'In British currency, the number of pence in a pound until 1971.', 'self': False}
248*{'text': 'A cholesterol level of 240 and above is considered high risk.', 'self': False}
248*{'text': 'The model number of the Convair 240.', 'self': False}
248*{'text': 'The year A.D. 240 or 240 BC.', 'self': False}
248*{'text': 'Datsun 240Z.', 'self': False}
248*{'text': 'Mercedes 240D.', 'self': False}
248*{'text': 'Nissan 240SX.', 'self': False}
248*{'text': 'Volvo 240.', 'self': False}
248*{'text': 'An area code overlay of the 301 area code in western Maryland.', 'self': False}
248*{'text': 'The famous skit by the sketch comedy group The State is entitled "$240 Dollars Worth of Pudding".', 'self': False}
269*{'text': 'Area code 269.', 'self': True}
269*{'text': 'List of highways numbered 269.', 'self': True}
201*{'text': '201 is an HTTP status code indicating a new resource was successfully created in response to the request, with the textual part of the response line indicating the URL of the newly created document.', 'self': True}
201*{'text': 'A 201 file is a set of documents maintained by the US government for members of the Armed Forces.', 'self': True}
201*{'text': 'HTTP status code 201 indicates the success of a POST command, with the textual part of the response line indicating the URI by which the newly created document should be known.', 'self': True}
201*{'text': 'Area code 201 is the area code assigned to northern New Jersey in the United States.', 'self': True}
201*{'text': '201 is the course number of basic or entry-level courses at some Canadian universities (such as the University of Calgary and Athabasca University), especially if the number 101 is allocated to remedial courses.', 'self': True}
201*{'text': '201 is also short for 201 Poplar, the jail in Memphis, Tennessee, and alluded to in many rap songs from Memphis artists.', 'self': True}
201*{'text': "In Philippine employment, a 201 file is a file detailing an employee's history and records with a particular employer.", 'self': True}
201*{'text': 'The 201 Class diesel locomotive used by Iarnrod Éireann and NI Railways.', 'self': True}
201*{'text': 'The 201 series is a Japanese commuter train type.', 'self': True}
201*{'text': 'The EMI 201 television camera use in the 1960s.', 'self': True}
201*{'text': '"201" is the title of an episode of South Park.', 'self': True}
201*{'text': '201 is a Saros cycle; the next solar eclipse in this cycle is predicted to take place in AD 3223.', 'self': True}
201*{'text': 'The New General Catalogue object NGC201 is a magnitude 15 spiral galaxy in the constellation Cetus.', 'self': True}
201*{'text': '201 Penelope is a large Main belt asteroid discovered in 1879.', 'self': True}
203*{'text': '203 is the HTTP status code indicating partial information.', 'self': True}
203*{'text': '203 mm howitzer M1931 (B-4) was 203\xa0mm (8\xa0inch) Soviet heavy howitzer.', 'self': True}
203*{'text': 'The 203mm/50 Modèle 1924 gun and 203mm/55 Modèle 1931 gun were medium naval guns of the French Navy.', 'self': True}
203*{'text': '203 Pompeja is a quite large Main belt asteroid.', 'self': True}
203*{'text': 'The year 203.', 'self': True}
203*{'text': '203 is an area code in Connecticut.', 'self': True}
202*{'text': 'Area code 202 is the area code assigned to Washington D.C.', 'self': True}
202*{'text': 'HTTP status code 202 means the request was accepted but has not yet been fulfilled.', 'self': True}
202*{'text': 'The E number of the preservative potassium sorbate is 202.', 'self': True}
202*{'text': 'In 2005 James Stephenson wrote a book called "202 Ways to Supplement Your Retirement Income".', 'self': True}
202*{'text': 'Christopher J. McGinnis in 1994 wrote about "202 tips even the best businessman may not know".', 'self': True}
202*{'text': 'Jason Rich in 2006 wrote about "202 High-Paying Jobs You Can Land Without a College Degree".', 'self': True}
205*{'text': '205 Martha is a large Main belt asteroid.', 'self': True}
205*{'text': '205 Yonge Street was formerly a four-storey Bank of Toronto building built in 1905 and declared as a historical property by the City of Toronto in 1975.', 'self': True}
205*{'text': 'The 205 series is commuter train type in Japan.', 'self': True}
205*{'text': 'The Peugeot 205 is a supermini produced by the French Car manufacturer Peugeot between 1983 and 1998.', 'self': True}
205*{'text': 'Most famous patch in King Faisal University.', 'self': False}
204*{'text': '204 is the HTTP status code indicating the request was received but there is no response to the request.', 'self': True}
204*{'text': "Not in Room 204 is a children's picture book about childhood sexual abuse, written by Shannon Riggs and illustrated by Jaime Zollars.", 'self': True}
207*{'text': 'The Year 207 AD.', 'self': True}
207*{'text': '207 Hedda is a sizeable Main belt asteroid.', 'self': True}
207*{'text': 'The 207th Street Yard is a train yard for the New York City Subway system.', 'self': True}
207*{'text': 'Area code 207 for the US state of Maine.', 'self': True}
207*{'text': 'Peugeot 207 is a supermini manufactured by the French automaker.', 'self': True}
206*{'text': 'The Year 206 AD.', 'self': True}
206*{'text': 'There are 206 bones in the typical adult human body.', 'self': True}
206*{'text': 'Cessna 206, a single engine light aircraft.', 'self': True}
206*{'text': 'The Peugeot 206 is a supermini manufactured by the French automaker.', 'self': True}
206*{'text': 'The US Area code 206.', 'self': True}
206*{'text': '206 (Ulster) Battery Royal Artillery (Volunteers) "The Ulster Gunners", is part of British Army\'s 105th Regiment Royal Artillery (Volunteers).', 'self': True}
206*{'text': '206 Hersilia is a fairly large Main belt asteroid.', 'self': True}
206*{'text': 'The 206 Slang terminology for the urban part of the greater Seattle area.', 'self': True}
206*{'text': 'The 206th day of the year is July 24 in leap-years and July 25 in non-leap years.', 'self': True}
209*{'text': '209 Dido is a very large main-belt asteroid.', 'self': True}
209*{'text': 'The 209 series is a commuter EMU used by East Japan Railway Company on railway lines in the Tokyo area.', 'self': True}
209*{'text': 'The 209th Battalion, CEF was a unit in the Canadian Expeditionary Force during the First World War.', 'self': True}
208*{'text': '208 is the heaviest stable isotope of any element (lead).', 'self': True}
208*{'text': "208 metres was the wavelength of Radio Luxembourg's English language service from 1951 to 1991.", 'self': True}
208*{'text': '208 Lacrimosa is a Main belt asteroid.', 'self': True}
208*{'text': 'The 208th Siberian Rifle Division was a Russian infantry division in the Red Army during World War II.', 'self': True}
208*{'text': 'Area code 208 for the US state of Idaho.', 'self': True}
247*{'text': 'A common voltage in England and Australia before conversion to 230V standard.', 'self': False}
247*{'text': 'In British currency, the number of pence in a pound until 1971.', 'self': False}
247*{'text': 'A cholesterol level of 240 and above is considered high risk.', 'self': False}
247*{'text': 'The model number of the Convair 240.', 'self': False}
247*{'text': 'The year A.D. 240 or 240 BC.', 'self': False}
247*{'text': 'Datsun 240Z.', 'self': False}
247*{'text': 'Mercedes 240D.', 'self': False}
247*{'text': 'Nissan 240SX.', 'self': False}
247*{'text': 'Volvo 240.', 'self': False}
247*{'text': 'An area code overlay of the 301 area code in western Maryland.', 'self': False}
247*{'text': 'The famous skit by the sketch comedy group The State is entitled "$240 Dollars Worth of Pudding".', 'self': False}
246*{'text': 'A common voltage in England and Australia before conversion to 230V standard.', 'self': False}
246*{'text': 'In British currency, the number of pence in a pound until 1971.', 'self': False}
246*{'text': 'A cholesterol level of 240 and above is considered high risk.', 'self': False}
246*{'text': 'The model number of the Convair 240.', 'self': False}
246*{'text': 'The year A.D. 240 or 240 BC.', 'self': False}
246*{'text': 'Datsun 240Z.', 'self': False}
246*{'text': 'Mercedes 240D.', 'self': False}
246*{'text': 'Nissan 240SX.', 'self': False}
246*{'text': 'Volvo 240.', 'self': False}
246*{'text': 'An area code overlay of the 301 area code in western Maryland.', 'self': False}
246*{'text': 'The famous skit by the sketch comedy group The State is entitled "$240 Dollars Worth of Pudding".', 'self': False}
241*{'text': 'Reel Big Fish wrote a song entitled "241," where the number is repeated as the only lyric.', 'self': True}
241*{'text': 'A short form of the phrase "Two for One" describing a discount.', 'self': False}
240*{'text': 'A common voltage in England and Australia before conversion to 230V standard.', 'self': False}
240*{'text': 'In British currency, the number of pence in a pound until 1971.', 'self': False}
240*{'text': 'A cholesterol level of 240 and above is considered high risk.', 'self': True}
240*{'text': 'The model number of the Convair 240.', 'self': True}
240*{'text': 'The year A.D. 240 or 240 BC.', 'self': True}
240*{'text': 'Datsun 240Z.', 'self': True}
240*{'text': 'Mercedes 240D.', 'self': True}
240*{'text': 'Nissan 240SX.', 'self': True}
240*{'text': 'Volvo 240.', 'self': True}
240*{'text': 'An area code overlay of the 301 area code in western Maryland.', 'self': False}
240*{'text': 'The famous skit by the sketch comedy group The State is entitled "$240 Dollars Worth of Pudding".', 'self': True}
243*{'text': 'The Calling code for Zaire.', 'self': False}
243*{'text': 'The number of isotopes or variations of elements calculated by Dr. Plichta.', 'self': False}
243*{'text': 'The year 243 CE or 243 BCE.', 'self': True}
243*{'text': 'Aloha Airlines Flight 243 which suffered an explosive decompression near Maui, HI on April 28, 1988.', 'self': True}
243*{'text': 'The .243 Winchester is a very popular sporting rifle round.', 'self': True}
243*{'text': 'The number of Earth Days for the planet Venus to complete one Venetian day, one revolution.', 'self': False}
242*{'text': 'Part of the name of a Belgian electronic body music group called Front 242.', 'self': True}
242*{'text': 'The number of a notable UN Security Council resolution pertaining to the Arab/Israeli conflict, United Nations Security Council Resolution 242.', 'self': True}
242*{'text': 'The area code of The Bahamas located in the North West Atlantic Ocean.', 'self': False}
242*{'text': 'Volvo 242 (2xx-series, 4-cylinder, 2-door) Produced from 1974-1984.5.', 'self': True}
242*{'text': "A rumored time for the release of Radiohead's pre-sale for their 2012 tour.", 'self': False}
227*{'text': '227, an NBC sitcom which ran from 1985-1990.', 'self': True}
227*{'text': '227 was the highest score ever in the Eurovision Song Contest, achieved by Katrina and the Waves of the UK in 1997, before the Semi-final system was introduced in 2004.', 'self': True}
227*{'text': '227 is the number of days Pi Patel was at sea in the popular novel, Life of Pi.', 'self': True}
226*{'text': '228 Incident.', 'self': False}
226*{'text': 'Area code 228.', 'self': False}
226*{'text': 'The years 220 AD and 220 BC.', 'self': False}
226*{'text': 'A common voltage in many countries.', 'self': False}
226*{'text': 'An SMTP code meaning "service ready".', 'self': False}
226*{'text': 'A series of garden tractors produced by Case (and later by Case IH) in the 1970s and 1980s - the series included the 220(10HP), the 222(12HP) and the 224(14HP).', 'self': False}
226*{'text': 'A film format for medium format cameras (see 120 film).', 'self': False}
226*{'text': 'A single by music duo t.A.T.u.', 'self': False}
226*{'text': 'An album by guitarist Phil Keaggy.', 'self': False}
226*{'text': 'The InterCity 225 train, a newer version of the InterCity 125.', 'self': False}
225*{'text': '228 Incident.', 'self': False}
225*{'text': 'Area code 228.', 'self': False}
225*{'text': 'The years 220 AD and 220 BC.', 'self': False}
225*{'text': 'A common voltage in many countries.', 'self': False}
225*{'text': 'An SMTP code meaning "service ready".', 'self': False}
225*{'text': 'A series of garden tractors produced by Case (and later by Case IH) in the 1970s and 1980s - the series included the 220(10HP), the 222(12HP) and the 224(14HP).', 'self': False}
225*{'text': 'A film format for medium format cameras (see 120 film).', 'self': False}
225*{'text': 'A single by music duo t.A.T.u.', 'self': False}
225*{'text': 'An album by guitarist Phil Keaggy.', 'self': False}
225*{'text': 'The InterCity 225 train, a newer version of the InterCity 125.', 'self': True}
224*{'text': '228 Incident.', 'self': False}
224*{'text': 'Area code 228.', 'self': False}
224*{'text': 'The years 220 AD and 220 BC.', 'self': False}
224*{'text': 'A common voltage in many countries.', 'self': False}
224*{'text': 'An SMTP code meaning "service ready".', 'self': False}
224*{'text': 'A series of garden tractors produced by Case (and later by Case IH) in the 1970s and 1980s - the series included the 220(10HP), the 222(12HP) and the 224(14HP).', 'self': True}
224*{'text': 'A film format for medium format cameras (see 120 film).', 'self': False}
224*{'text': 'A single by music duo t.A.T.u.', 'self': False}
224*{'text': 'An album by guitarist Phil Keaggy.', 'self': False}
224*{'text': 'The InterCity 225 train, a newer version of the InterCity 125.', 'self': False}
249*{'text': 'A common voltage in England and Australia before conversion to 230V standard.', 'self': False}
249*{'text': 'In British currency, the number of pence in a pound until 1971.', 'self': False}
249*{'text': 'A cholesterol level of 240 and above is considered high risk.', 'self': False}
249*{'text': 'The model number of the Convair 240.', 'self': False}
249*{'text': 'The year A.D. 240 or 240 BC.', 'self': False}
249*{'text': 'Datsun 240Z.', 'self': False}
249*{'text': 'Mercedes 240D.', 'self': False}
249*{'text': 'Nissan 240SX.', 'self': False}
249*{'text': 'Volvo 240.', 'self': False}
249*{'text': 'An area code overlay of the 301 area code in western Maryland.', 'self': False}
249*{'text': 'The famous skit by the sketch comedy group The State is entitled "$240 Dollars Worth of Pudding".', 'self': False}
222*{'text': 'Dewey Decimal System 222 is Historical Books of the Old Testament.', 'self': True}
222*{'text': 'Room 222 (TV show).', 'self': True}
222*{'text': 'Bell 222 (helicopter).', 'self': True}
222*{'text': 'The year, see CE 222 or 222 BCE.', 'self': True}
222*{'text': 'The score in the 1916 Cumberland vs. Georgia Tech football game, with Georgia Tech winning 222-0, was the record for most points scored by one team in an American football game.', 'self': True}
222*{'text': 'SdKfz 222, a WWII German reconnaissance vehicle.', 'self': True}
222*{'text': 'In the animated TV show 12 oz.', 'self': False}
222*{'text': '222 is an over the counter drug that contains ASA and codeine, see co-codaprin.', 'self': True}
222*{'text': 'The 222s is a Montreal punk band which took its name from the aforementionned drug.', 'self': True}
222*{'text': '222 is the title of a comedy album by Patton Oswalt.', 'self': True}
222*{'text': '"222" is a song by Paul McCartney on the 2-CD edition of his 2007 studio album Memory Almost Full.', 'self': True}
222*{'text': 'The return of WWE wrestler Chris Jericho was slowly hyped by a series of mysterious promos featuring the cryptic code "SAVE_US.222".', 'self': True}
222*{'text': 'A 222 or Two Two Two is a standard British Railway Key.', 'self': True}
222*{'text': 'In the Jerry Lewis movie The Nutty Professor, the main character tells the school\'s dean that he\'s been employed with the school for "two years and 22 minutes.', 'self': False}
222*{'text': 'A-222 Bereg, a Russian self-propelled 130 mm coastal defence gun.', 'self': True}
221*{'text': 'SMTP status code for service closing transmission channel.', 'self': False}
221*{'text': '221B Baker Street, the fictional London residence of Sherlock Holmes.', 'self': True}
220*{'text': '228 Incident.', 'self': False}
220*{'text': 'Area code 228.', 'self': False}
220*{'text': 'The years 220 AD and 220 BC.', 'self': True}
220*{'text': 'A common voltage in many countries.', 'self': False}
220*{'text': 'An SMTP code meaning "service ready".', 'self': False}
220*{'text': 'A series of garden tractors produced by Case (and later by Case IH) in the 1970s and 1980s - the series included the 220(10HP), the 222(12HP) and the 224(14HP).', 'self': True}
220*{'text': 'A film format for medium format cameras (see 120 film).', 'self': False}
220*{'text': 'A single by music duo t.A.T.u.', 'self': False}
220*{'text': 'An album by guitarist Phil Keaggy.', 'self': False}
220*{'text': 'The InterCity 225 train, a newer version of the InterCity 125.', 'self': False}
239*{'text': "K239 is Mozart's only work for two orchestras.", 'self': True}
239*{'text': '239 is the atomic mass number of the most common isotope of plutonium, Pu-239.', 'self': True}
239*{'text': 'The years A.D. 239 and 239 BC.', 'self': True}
239*{'text': '239 is an area code representing part of Florida in the United States.', 'self': True}
239*{'text': '239 is a world famous lyceum of physics in mathematics in Saint-Petersburg, Russia.', 'self': True}
239*{'text': 'In The Simpsons episode "Homer\'s Night Out", Homer weighs himself and resolves to exercise.', 'self': False}
239*{'text': '239 is the number of chapters in the Book of Mormon.', 'self': True}
